Nome do Arquivo;Diretório;Tipo;Tamanho (bytes);Data Criação;Última Modificação;Caminho Completo
urls.py;cgbookstore\apps\core\recommendations\analytics\admin_dashboard;Python;228;2025-02-03 14:30:58;2025-02-03 14:33:24;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\urls.py
utils.py;cgbookstore\apps\core\recommendations\analytics\admin_dashboard;Python;12759;2025-02-03 14:30:58;2025-02-06 10:59:48;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\utils.py
views.py;cgbookstore\apps\core\recommendations\analytics\admin_dashboard;Python;10945;2025-02-03 14:30:58;2025-02-06 10:59:48;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\views.py
__init__.py;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\templatetags;Python;0;2025-02-03 15:50:42;2025-02-03 15:50:42;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\templatetags\__init__.py
dashboard_filters.py;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\templatetags;Python;1616;2025-02-03 15:50:58;2025-02-04 07:32:19;cgbookstore\apps\core\recommendations\analytics\admin_dashboard\templatetags\dashboard_filters.py
__init__.py;cgbookstore\apps\core\recommendations\analytics\management;Python;0;2025-02-04 07:38:10;2025-02-04 07:38:10;cgbookstore\apps\core\recommendations\analytics\management\__init__.py
__init__.py;cgbookstore\apps\core\recommendations\analytics\management\commands;Python;0;2025-02-04 07:38:10;2025-02-04 07:38:10;cgbookstore\apps\core\recommendations\analytics\management\commands\__init__.py
clean_test_data.py;cgbookstore\apps\core\recommendations\analytics\management\commands;Python;1197;2025-02-04 18:02:55;2025-02-04 18:03:06;cgbookstore\apps\core\recommendations\analytics\management\commands\clean_test_data.py
generate_test_data.py;cgbookstore\apps\core\recommendations\analytics\management\commands;Python;661;2025-02-06 09:14:25;2025-02-06 09:14:25;cgbookstore\apps\core\recommendations\analytics\management\commands\generate_test_data.py
__init__.py;cgbookstore\apps\core\recommendations\analytics\tests;Python;0;2025-02-06 09:13:06;2025-02-06 09:13:06;cgbookstore\apps\core\recommendations\analytics\tests\__init__.py
generate_test_data.py;cgbookstore\apps\core\recommendations\analytics\tests;Python;4585;2025-02-06 09:13:06;2025-02-06 10:59:48;cgbookstore\apps\core\recommendations\analytics\tests\generate_test_data.py
__init__.py;cgbookstore\apps\core\recommendations\analytics\utils;Python;0;2025-02-03 14:38:45;2025-02-03 14:38:45;cgbookstore\apps\core\recommendations\analytics\utils\__init__.py
processors.py;cgbookstore\apps\core\recommendations\analytics\utils;Python;1130;2025-02-03 14:38:45;2025-02-04 18:28:03;cgbookstore\apps\core\recommendations\analytics\utils\processors.py
README.md;cgbookstore\apps\core\recommendations\api;Markdown;2963;2025-02-03 09:43:44;2025-02-03 09:45:44;cgbookstore\apps\core\recommendations\api\README.md
__init__.py;cgbookstore\apps\core\recommendations\api;Python;0;2025-02-03 09:12:00;2025-02-03 09:12:00;cgbookstore\apps\core\recommendations\api\__init__.py
endpoints.py;cgbookstore\apps\core\recommendations\api;Python;2357;2025-02-03 09:12:00;2025-02-03 09:32:38;cgbookstore\apps\core\recommendations\api\endpoints.py
serializers.py;cgbookstore\apps\core\recommendations\api;Python;906;2025-02-03 09:12:00;2025-02-03 09:20:22;cgbookstore\apps\core\recommendations\api\serializers.py
urls.py;cgbookstore\apps\core\recommendations\api;Python;304;2025-02-03 09:12:00;2025-02-03 14:19:33;cgbookstore\apps\core\recommendations\api\urls.py
__init__.py;cgbookstore\apps\core\recommendations\providers;Python;0;2025-02-01 11:37:58;2025-02-01 11:37:58;cgbookstore\apps\core\recommendations\providers\__init__.py
category.py;cgbookstore\apps\core\recommendations\providers;Python;3175;2025-02-01 11:37:58;2025-02-01 14:25:02;cgbookstore\apps\core\recommendations\providers\category.py
history.py;cgbookstore\apps\core\recommendations\providers;Python;3007;2025-02-01 11:37:58;2025-02-01 14:31:17;cgbookstore\apps\core\recommendations\providers\history.py
similarity.py;cgbookstore\apps\core\recommendations\providers;Python;3009;2025-02-01 11:37:59;2025-02-01 14:25:14;cgbookstore\apps\core\recommendations\providers\similarity.py
__init__.py;cgbookstore\apps\core\recommendations\services;Python;0;2025-02-01 11:37:58;2025-02-01 11:37:58;cgbookstore\apps\core\recommendations\services\__init__.py
calculator.py;cgbookstore\apps\core\recommendations\services;Python;1970;2025-02-01 11:37:59;2025-02-01 14:14:34;cgbookstore\apps\core\recommendations\services\calculator.py
__init__.py;cgbookstore\apps\core\recommendations\tests;Python;0;2025-02-01 11:37:58;2025-02-01 11:37:58;cgbookstore\apps\core\recommendations\tests\__init__.py
test_api.py;cgbookstore\apps\core\recommendations\tests;Python;2096;2025-02-03 09:25:22;2025-02-03 09:28:19;cgbookstore\apps\core\recommendations\tests\test_api.py
test_cache.py;cgbookstore\apps\core\recommendations\tests;Python;3203;2025-02-03 09:36:20;2025-02-03 09:36:29;cgbookstore\apps\core\recommendations\tests\test_cache.py
test_engine.py;cgbookstore\apps\core\recommendations\tests;Python;3006;2025-02-01 11:37:59;2025-02-01 14:28:20;cgbookstore\apps\core\recommendations\tests\test_engine.py
test_processors.py;cgbookstore\apps\core\recommendations\tests;Python;4424;2025-02-01 11:37:59;2025-02-01 14:28:32;cgbookstore\apps\core\recommendations\tests\test_processors.py
test_providers.py;cgbookstore\apps\core\recommendations\tests;Python;4488;2025-02-01 11:37:59;2025-02-01 14:28:48;cgbookstore\apps\core\recommendations\tests\test_providers.py
__init__.py;cgbookstore\apps\core\recommendations\utils;Python;0;2025-02-01 11:37:58;2025-02-01 11:37:58;cgbookstore\apps\core\recommendations\utils\__init__.py
cache_manager.py;cgbookstore\apps\core\recommendations\utils;Python;1893;2025-02-03 09:30:41;2025-02-03 09:30:59;cgbookstore\apps\core\recommendations\utils\cache_manager.py
processors.py;cgbookstore\apps\core\recommendations\utils;Python;3934;2025-02-01 11:37:59;2025-02-01 14:36:49;cgbookstore\apps\core\recommendations\utils\processors.py
__init__.py;cgbookstore\apps\core\serializers;Python;0;2025-01-14 11:13:27;2025-01-14 11:13:27;cgbookstore\apps\core\serializers\__init__.py
user_serializer.py;cgbookstore\apps\core\serializers;Python;25;2025-01-14 11:13:39;2025-01-14 11:13:55;cgbookstore\apps\core\serializers\user_serializer.py
__init__.py;cgbookstore\apps\core\services;Python;0;2025-01-25 14:53:00;2025-01-25 14:53:00;cgbookstore\apps\core\services\__init__.py
google_books_client.py;cgbookstore\apps\core\services;Python;5226;2025-01-25 14:53:19;2025-01-27 15:45:28;cgbookstore\apps\core\services\google_books_client.py
__init__.py;cgbookstore\apps\core\templates;Python;0;2025-02-10 10:55:49;2025-02-10 10:55:49;cgbookstore\apps\core\templates\__init__.py
database_overview.html;cgbookstore\apps\core\templates\admin;Template HTML;4496;2025-02-02 08:35:34;2025-02-05 16:19:00;cgbookstore\apps\core\templates\admin\database_overview.html
database_table_view.html;cgbookstore\apps\core\templates\admin;Template HTML;654;2025-02-02 08:36:43;2025-02-02 08:49:16;cgbookstore\apps\core\templates\admin\database_table_view.html
index.html;cgbookstore\apps\core\templates\admin;Template HTML;8064;2025-01-17 08:16:57;2025-02-05 16:22:59;cgbookstore\apps\core\templates\admin\index.html
__init__.py;cgbookstore\apps\core\templates\core;Python;0;2025-02-10 10:55:49;2025-02-10 10:55:49;cgbookstore\apps\core\templates\core\__init__.py
base.html;cgbookstore\apps\core\templates\core;Template HTML;13300;2025-01-14 11:15:28;2025-02-11 15:36:54;cgbookstore\apps\core\templates\core\base.html
contato.html;cgbookstore\apps\core\templates\core;Template HTML;4530;2025-01-14 17:05:49;2025-02-01 09:49:23;cgbookstore\apps\core\templates\core\contato.html
home.html;cgbookstore\apps\core\templates\core;Template HTML;8398;2025-01-14 11:16:44;2025-02-11 15:51:29;cgbookstore\apps\core\templates\core\home.html
login.html;cgbookstore\apps\core\templates\core;Template HTML;1368;2025-01-14 17:08:57;2025-01-14 17:21:08;cgbookstore\apps\core\templates\core\login.html
politica_privacidade.html;cgbookstore\apps\core\templates\core;Template HTML;1166;2025-01-14 16:24:04;2025-01-14 17:21:08;cgbookstore\apps\core\templates\core\politica_privacidade.html
register.html;cgbookstore\apps\core\templates\core;Template HTML;6579;2025-01-14 16:24:45;2025-01-15 14:32:55;cgbookstore\apps\core\templates\core\register.html
sobre.html;cgbookstore\apps\core\templates\core;Template HTML;1101;2025-01-14 16:05:41;2025-01-14 17:21:08;cgbookstore\apps\core\templates\core\sobre.html
termos_uso.html;cgbookstore\apps\core\templates\core;Template HTML;939;2025-01-14 16:24:59;2025-01-14 17:21:08;cgbookstore\apps\core\templates\core\termos_uso.html
dashboard.html;cgbookstore\apps\core\templates\core\admin_dashboard;Template HTML;6035;2025-02-03 14:55:17;2025-02-06 10:59:48;cgbookstore\apps\core\templates\core\admin_dashboard\dashboard.html
metrics.html;cgbookstore\apps\core\templates\core\admin_dashboard;Template HTML;12848;2025-02-03 14:56:10;2025-02-06 10:59:48;cgbookstore\apps\core\templates\core\admin_dashboard\metrics.html
book_details.html;cgbookstore\apps\core\templates\core\book;Template HTML;35027;2025-01-23 09:48:29;2025-02-02 11:08:02;cgbookstore\apps\core\templates\core\book\book_details.html
search.html;cgbookstore\apps\core\templates\core\book;Template HTML;6324;2025-01-17 10:34:56;2025-01-25 11:26:05;cgbookstore\apps\core\templates\core\book\search.html
contato_confirmacao.html;cgbookstore\apps\core\templates\core\email;Template HTML;308;2025-01-27 16:44:06;2025-01-27 16:44:18;cgbookstore\apps\core\templates\core\email\contato_confirmacao.html
contato_email.html;cgbookstore\apps\core\templates\core\email;Template HTML;241;2025-01-27 16:43:21;2025-01-27 16:43:41;cgbookstore\apps\core\templates\core\email\contato_email.html
email_verification.html;cgbookstore\apps\core\templates\core\email;Template HTML;463;2025-01-15 15:36:57;2025-01-15 15:42:56;cgbookstore\apps\core\templates\core\email\email_verification.html
book_card.html;cgbookstore\apps\core\templates\core\includes;Template HTML;1459;2025-02-10 10:34:07;2025-02-10 15:06:34;cgbookstore\apps\core\templates\core\includes\book_card.html
password_reset_complete.html;cgbookstore\apps\core\templates\core\password;Template HTML;729;2025-01-15 14:09:54;2025-01-15 14:10:21;cgbookstore\apps\core\templates\core\password\password_reset_complete.html
password_reset_confirm.html;cgbookstore\apps\core\templates\core\password;Template HTML;1907;2025-01-15 14:09:15;2025-01-15 14:09:35;cgbookstore\apps\core\templates\core\password\password_reset_confirm.html
password_reset_done.html;cgbookstore\apps\core\templates\core\password;Template HTML;846;2025-01-15 14:08:35;2025-01-15 14:08:59;cgbookstore\apps\core\templates\core\password\password_reset_done.html
password_reset_email.html;cgbookstore\apps\core\templates\core\password;Template HTML;580;2025-01-15 14:10:52;2025-01-15 14:11:23;cgbookstore\apps\core\templates\core\password\password_reset_email.html
password_reset_form.html;cgbookstore\apps\core\templates\core\password;Template HTML;1096;2025-01-15 14:07:57;2025-01-15 14:08:11;cgbookstore\apps\core\templates\core\password\password_reset_form.html
profile.html;cgbookstore\apps\core\templates\core\profile;Template HTML;23122;2025-01-15 22:06:47;2025-01-28 10:53:45;cgbookstore\apps\core\templates\core\profile\profile.html
profile_form.html;cgbookstore\apps\core\templates\core\profile;Template HTML;2682;2025-01-15 21:42:31;2025-01-28 09:42:08;cgbookstore\apps\core\templates\core\profile\profile_form.html
__init__.py;cgbookstore\apps\core\templatetags;Python;0;2025-02-02 08:47:54;2025-02-02 08:47:54;cgbookstore\apps\core\templatetags\__init__.py
custom_tags.py;cgbookstore\apps\core\templatetags;Python;2626;2025-02-02 08:48:25;2025-02-11 11:05:09;cgbookstore\apps\core\templatetags\custom_tags.py
__init__.py;cgbookstore\apps\core\utils;Python;0;2025-01-25 14:46:41;2025-01-25 14:46:41;cgbookstore\apps\core\utils\__init__.py
google_books_cache.py;cgbookstore\apps\core\utils;Python;4132;2025-01-25 14:46:53;2025-02-05 16:10:49;cgbookstore\apps\core\utils\google_books_cache.py
image_processor.py;cgbookstore\apps\core\utils;Python;3703;2025-01-27 11:40:19;2025-02-05 16:13:16;cgbookstore\apps\core\utils\image_processor.py
__init__.py;cgbookstore\apps\core\views;Python;1920;2025-01-14 11:11:32;2025-02-05 16:00:53;cgbookstore\apps\core\views\__init__.py
auth.py;cgbookstore\apps\core\views;Python;10285;2025-01-15 13:49:51;2025-02-05 15:50:54;cgbookstore\apps\core\views\auth.py
book.py;cgbookstore\apps\core\views;Python;24110;2025-01-17 10:33:01;2025-02-05 15:53:38;cgbookstore\apps\core\views\book.py
general.py;cgbookstore\apps\core\views;Python;13612;2025-01-14 11:11:54;2025-02-11 15:49:07;cgbookstore\apps\core\views\general.py
profile.py;cgbookstore\apps\core\views;Python;7913;2025-01-15 21:33:42;2025-02-05 15:59:50;cgbookstore\apps\core\views\profile.py
__init__.py;cgbookstore\config;Python;0;2025-01-14 10:50:25;2025-01-14 10:50:25;cgbookstore\config\__init__.py
asgi.py;cgbookstore\config;Python;405;2025-01-14 10:50:25;2025-01-14 11:06:19;cgbookstore\config\asgi.py
settings.py;cgbookstore\config;Python;5040;2025-01-14 10:50:25;2025-02-06 10:59:48;cgbookstore\config\settings.py
urls.py;cgbookstore\config;Python;1519;2025-01-14 10:50:25;2025-02-03 14:20:08;cgbookstore\config\urls.py
wsgi.py;cgbookstore\config;Python;405;2025-01-14 10:50:25;2025-01-14 11:06:19;cgbookstore\config\wsgi.py
book-details.css;cgbookstore\static\css;CSS;8211;2025-01-23 09:51:44;2025-02-02 10:28:53;cgbookstore\static\css\book-details.css
book-search.css;cgbookstore\static\css;CSS;1236;2025-01-17 10:35:57;2025-01-28 17:19:06;cgbookstore\static\css\book-search.css
contato.css;cgbookstore\static\css;CSS;1470;2025-02-01 09:45:33;2025-02-01 09:51:30;cgbookstore\static\css\contato.css
profile.css;cgbookstore\static\css;CSS;9079;2025-01-16 09:23:10;2025-01-28 17:19:57;cgbookstore\static\css\profile.css
styles.css;cgbookstore\static\css;CSS;31343;2025-01-14 16:01:51;2025-02-11 16:13:47;cgbookstore\static\css\styles.css
swiper-custom.css;cgbookstore\static\css;CSS;4875;2025-01-26 11:05:23;2025-01-27 10:12:07;cgbookstore\static\css\swiper-custom.css
dashboard.css;cgbookstore\static\css\admin;CSS;5139;2025-02-05 10:23:50;2025-02-05 11:46:20;cgbookstore\static\css\admin\dashboard.css
metrics.css;cgbookstore\static\css\admin;CSS;5024;2025-02-05 10:24:06;2025-02-05 17:04:43;cgbookstore\static\css\admin\metrics.css
favicon.svg;cgbookstore\static\images;Outro;282;2025-01-18 09:22:52;2025-01-25 11:15:35;cgbookstore\static\images\favicon.svg
logo.png;cgbookstore\static\images;Outro;95615;2025-01-14 15:12:25;2024-09-06 08:03:06;cgbookstore\static\images\logo.png
no-cover.svg;cgbookstore\static\images;Outro;555;2025-01-17 11:03:38;2025-01-17 11:05:11;cgbookstore\static\images\no-cover.svg
book-details.js;cgbookstore\static\js;JavaScript;13626;2025-01-23 15:39:16;2025-02-04 10:19:16;cgbookstore\static\js\book-details.js
book-search.js;cgbookstore\static\js;JavaScript;12853;2025-01-17 10:38:15;2025-02-03 10:44:42;cgbookstore\static\js\book-search.js
csrf-setup.js;cgbookstore\static\js;JavaScript;1071;2025-01-15 14:22:27;2025-01-15 14:22:43;cgbookstore\static\js\csrf-setup.js
profile-customization.js;cgbookstore\static\js;JavaScript;9323;2025-01-28 09:16:30;2025-01-28 10:05:09;cgbookstore\static\js\profile-customization.js
profile.js;cgbookstore\static\js;JavaScript;9401;2025-01-19 09:24:23;2025-01-28 10:21:21;cgbookstore\static\js\profile.js
swiper-config.js;cgbookstore\static\js;JavaScript;2028;2025-01-26 11:04:48;2025-01-26 11:05:01;cgbookstore\static\js\swiper-config.js
video-section.js;cgbookstore\static\js;JavaScript;2850;2025-02-11 11:08:49;2025-02-11 15:57:12;cgbookstore\static\js\video-section.js
dashboard.js;cgbookstore\static\js\admin;JavaScript;5774;2025-02-05 10:34:46;2025-02-05 11:43:45;cgbookstore\static\js\admin\dashboard.js
metrics.js;cgbookstore\static\js\admin;JavaScript;6677;2025-02-05 10:35:00;2025-02-06 10:59:48;cgbookstore\static\js\admin\metrics.js
LEIAME.md;docs\leiames;Markdown;2871;2025-02-05 16:25:16;2025-02-07 08:05:46;docs\leiames\LEIAME.md
chat_padrao_conciso.md;docs\observacoes;Markdown;1566;2025-01-26 10:47:32;2025-01-27 09:54:04;docs\observacoes\chat_padrao_conciso.md
chat_padronizado.txt;docs\observacoes;Texto;2245;2025-01-15 13:56:55;2025-02-01 08:20:39;docs\observacoes\chat_padronizado.txt
chat_padronizado_01_02_2025.md;docs\observacoes;Markdown;3440;2025-02-01 11:47:24;2025-02-01 11:48:34;docs\observacoes\chat_padronizado_01_02_2025.md
chat_padronizado_03_02_2025.md;docs\observacoes;Markdown;8438;2025-02-01 14:40:04;2025-02-03 15:12:02;docs\observacoes\chat_padronizado_03_02_2025.md
upgrades_diarios_03_02_25.md;docs\observacoes;Markdown;5532;2025-02-03 15:14:17;2025-02-10 15:24:53;docs\observacoes\upgrades_diarios_03_02_25.md
upgrades_diarios_10_02_25.md;docs\observacoes;Markdown;1161;2025-02-10 10:38:20;2025-02-10 15:19:04;docs\observacoes\upgrades_diarios_10_02_25.md
upgrades_diarios_11_02_25.md;docs\observacoes;Markdown;949;2025-02-11 14:34:49;2025-02-11 14:35:32;docs\observacoes\upgrades_diarios_11_02_25.md
projeto-0702-2025.md;docs\projeto_base;Markdown;4876;2025-02-07 09:13:13;2025-02-10 09:13:47;docs\projeto_base\projeto-0702-2025.md
status_01_02_2025.md;docs\status;Markdown;2874;2025-02-01 11:44:07;2025-02-01 11:45:05;docs\status\status_01_02_2025.md
status_14_01_2025.md;docs\status;Markdown;3439;2025-01-14 17:23:28;2025-01-14 17:24:35;docs\status\status_14_01_2025.md
status_15_01_2025.md;docs\status;Markdown;1185;2025-01-15 13:54:14;2025-01-15 22:36:10;docs\status\status_15_01_2025.md
status_17_01_2025.md;docs\status;Markdown;3092;2025-01-17 16:20:36;2025-01-18 08:03:37;docs\status\status_17_01_2025.md
status_19_01_2025.md;docs\status;Markdown;2990;2025-01-19 08:53:22;2025-01-22 08:43:08;docs\status\status_19_01_2025.md
status_22_01_2025.md;docs\status;Markdown;2983;2025-01-22 17:44:04;2025-01-22 17:44:51;docs\status\status_22_01_2025.md
status_23_01_2025.md;docs\status;Markdown;2519;2025-01-23 10:31:52;2025-01-23 16:36:50;docs\status\status_23_01_2025.md
status_25_01_2025.md;docs\status;Markdown;2342;2025-01-25 11:31:46;2025-01-25 15:33:36;docs\status\status_25_01_2025.md
status_26_01_2025.md;docs\status;Markdown;1481;2025-01-26 10:51:07;2025-01-27 09:35:51;docs\status\status_26_01_2025.md
status_27_01_2025.md;docs\status;Markdown;1919;2025-01-27 16:17:11;2025-01-27 16:17:34;docs\status\status_27_01_2025.md
status_28_01_2025.md;docs\status;Markdown;4958;2025-01-28 10:56:21;2025-01-28 18:07:29;docs\status\status_28_01_2025.md
estrutura_14_01_2025.md;docs\structure;Markdown;1773;2025-01-14 17:29:03;2025-01-15 22:36:22;docs\structure\estrutura_14_01_2025.md
estrutura_remodelada-25-01-25.jsx;docs\structure;Outro;5002;2025-01-24 10:59:18;2025-01-25 15:34:29;docs\structure\estrutura_remodelada-25-01-25.jsx
project-structure-17-01-2025.md;docs\structure;Markdown;3575;2025-01-17 10:07:57;2025-01-17 16:34:24;docs\structure\project-structure-17-01-2025.md
structure-07-02-2025.txt;docs\structure;Texto;8874;2025-02-07 09:04:20;2025-02-11 14:47:14;docs\structure\structure-07-02-2025.txt
structure-22-01-2025.md;docs\structure;Markdown;2932;2025-01-22 09:09:16;2025-01-22 09:10:10;docs\structure\structure-22-01-2025.md
structure-23-01-2025.md;docs\structure;Markdown;2547;2025-01-23 10:34:00;2025-01-23 10:38:14;docs\structure\structure-23-01-2025.md
structure-28-01-2025.txt;docs\structure;Texto;8257;2025-01-27 09:50:13;2025-02-03 09:52:27;docs\structure\structure-28-01-2025.txt
ultimo_chat_03_02_25.md;docs\ultimos_chats;Markdown;1155;2025-02-03 15:17:59;2025-02-07 09:09:24;docs\ultimos_chats\ultimo_chat_03_02_25.md
ultimo_chat_10_02_25.md;docs\ultimos_chats;Markdown;751;2025-02-10 15:21:50;2025-02-10 15:22:00;docs\ultimos_chats\ultimo_chat_10_02_25.md
ultimo_chat_11_02_25.md;docs\ultimos_chats;Markdown;632;2025-02-11 14:35:53;2025-02-11 14:37:52;docs\ultimos_chats\ultimo_chat_11_02_25.md
